user_id,signup_date,city,device,age_group,gender
282,2023-08-25,Delhi,Mobile,45+,Female
283,2023-05-08,Delhi,Desktop,25-34,Male
284,2023-02-08,Mumbai,Desktop,18-24,Male
285,2023-08-15,Bangalore,Mobile,18-24,Female
286,2023-10-09,Mumbai,Mobile,35-44,Male
287,2023-02-20,Bangalore,Mobile,35-44,Male
288,2023-01-26,Bangalore,Mobile,18-24,Female
289,2023-11-30,Delhi,Mobile,25-34,Male
290,2023-10-04,Chennai,Mobile,35-44,Female
291,2023-01-08,Mumbai,Mobile,35-44,Male
292,2023-02-17,Mumbai,Mobile,35-44,Male
293,2023-05-02,Pune,Mobile,25-34,Male
294,2023-03-27,Delhi,Desktop,45+,Female
295,2023-07-28,Mumbai,Mobile,25-34,Female
296,2023-09-06,Bangalore,Tablet,18-24,Other
297,2023-09-04,Hyderabad,Desktop,35-44,Male
298,2023-04-20,Delhi,Mobile,25-34,Female
299,2023-07-25,Chennai,Mobile,35-44,Male
300,2023-01-31,Mumbai,Desktop,18-24,Male
301,2023-03-26,Mumbai,Desktop,35-44,Female
302,2023-07-14,Bangalore,Desktop,18-24,Male
303,2023-01-02,Bangalore,Mobile,25-34,Male
304,2023-07-19,Chennai,Tablet,18-24,Male
305,2023-05-16,Hyderabad,Mobile,25-34,Female
306,2023-08-21,Kolkata,Desktop,35-44,Male
307,2023-05-27,Bangalore,Desktop,25-34,Male
308,2023-08-05,Delhi,Mobile,18-24,Other
309,2023-12-23,Hyderabad,Desktop,25-34,Male
310,2023-10-12,Delhi,Mobile,35-44,Male
311,2023-12-05,Bangalore,Tablet,25-34,Female
312,2023-09-07,Mumbai,Mobile,18-24,Female
313,2023-03-21,Mumbai,Tablet,18-24,Male
314,2023-04-08,Kolkata,Mobile,45+,Female
315,2023-06-01,Pune,Desktop,25-34,Male
316,2023-04-22,Chennai,Mobile,18-24,Female
317,2023-01-30,Bangalore,Mobile,35-44,Male
318,2023-10-24,Mumbai,Mobile,25-34,Male
319,2023-10-05,Mumbai,Desktop,18-24,Male
320,2023-02-01,Delhi,Mobile,45+,Female
321,2023-06-10,Bangalore,Mobile,25-34,Female
322,2023-01-30,Hyderabad,Mobile,25-34,Female
323,2023-01-26,Chennai,Tablet,25-34,Female
324,2023-10-27,Delhi,Mobile,35-44,Male
325,2023-09-02,Kolkata,Mobile,18-24,Male
326,2023-09-15,Hyderabad,Mobile,18-24,Female
327,2023-09-29,Bangalore,Mobile,18-24,Female
328,2023-03-22,Chennai,Mobile,35-44,Other
329,2023-01-30,Bangalore,Mobile,25-34,Male
330,2023-09-18,Delhi,Desktop,25-34,Male
331,2023-02-11,Delhi,Desktop,18-24,Male
332,2023-04-06,Hyderabad,Mobile,25-34,Male
333,2023-02-05,Mumbai,Mobile,35-44,Male
334,2023-11-01,Mumbai,Desktop,25-34,Male
335,2023-02-04,Mumbai,Mobile,35-44,Female
336,2023-12-12,Mumbai,Desktop,25-34,Male
337,2023-05-01,Pune,Mobile,35-44,Male
338,2023-07-26,Hyderabad,Mobile,18-24,Female
339,2023-03-03,Bangalore,Mobile,25-34,Male
340,2023-10-19,Mumbai,Desktop,45+,Female
341,2023-05-07,Bangalore,Mobile,45+,Male
342,2023-10-24,Bangalore,Mobile,18-24,Female
343,2023-11-01,Mumbai,Mobile,25-34,Female
344,2023-01-21,Bangalore,Desktop,18-24,Female
345,2023-11-14,Delhi,Desktop,35-44,Male
346,2023-02-11,Chennai,Mobile,25-34,Male
347,2023-08-03,Chennai,Mobile,25-34,Male
348,2023-12-03,Mumbai,Desktop,18-24,Female
349,2023-10-26,Delhi,Mobile,45+,Female
350,2023-10-17,Chennai,Mobile,25-34,Female
351,2023-09-25,Bangalore,Mobile,18-24,Male
352,2023-06-11,Pune,Desktop,25-34,Female
353,2023-05-14,Chennai,Mobile,18-24,Female
354,2023-04-15,Mumbai,Desktop,25-34,Female
355,2023-12-09,Mumbai,Mobile,45+,Male
356,2023-06-10,Chennai,Mobile,35-44,Other
357,2023-05-03,Mumbai,Desktop,25-34,Male
358,2023-05-16,Chennai,Mobile,35-44,Male
359,2023-07-22,Kolkata,Mobile,25-34,Female
360,2023-03-09,Bangalore,Mobile,18-24,Male
361,2023-12-10,Delhi,Desktop,45+,Female
362,2023-11-27,Chennai,Desktop,25-34,Male
363,2023-06-03,Bangalore,Tablet,25-34,Male
364,2023-08-23,Bangalore,Desktop,45+,Male
365,2023-06-11,Kolkata,Mobile,18-24,Male
366,2023-02-07,Delhi,Mobile,35-44,Male
367,2023-01-05,Kolkata,Desktop,45+,Male
368,2023-08-23,Pune,Mobile,25-34,Female
369,2023-11-15,Mumbai,Mobile,18-24,Female
370,2023-10-16,Mumbai,Mobile,25-34,Female
371,2023-02-21,Mumbai,Mobile,18-24,Female
372,2023-02-07,Mumbai,Desktop,25-34,Male
373,2023-10-03,Mumbai,Mobile,35-44,Female
374,2023-04-20,Chennai,Mobile,25-34,Female
375,2023-09-17,Mumbai,Tablet,25-34,Male
376,2023-05-16,Delhi,Mobile,25-34,Female
377,2023-03-09,Pune,Mobile,25-34,Male
378,2023-06-28,Mumbai,Mobile,35-44,Female
379,2023-02-05,Hyderabad,Desktop,25-34,Male
380,2023-05-06,Delhi,Desktop,35-44,Male
381,2023-07-09,Mumbai,Desktop,25-34,Male
382,2023-05-26,Chennai,Desktop,25-34,Male
383,2023-03-22,Chennai,Mobile,18-24,Female
384,2023-08-13,Pune,Desktop,25-34,Other
385,2023-10-06,Hyderabad,Desktop,25-34,Male
386,2023-12-27,Hyderabad,Mobile,18-24,Male
387,2023-06-04,Delhi,Mobile,45+,Male
388,2023-11-10,Mumbai,Tablet,25-34,Female
389,2023-12-01,Hyderabad,Desktop,45+,Male
390,2023-09-28,Hyderabad,Desktop,18-24,Female
391,2023-01-05,Kolkata,Desktop,25-34,Female
392,2023-12-08,Bangalore,Mobile,18-24,Female
393,2023-10-11,Delhi,Mobile,18-24,Female
394,2023-06-03,Hyderabad,Mobile,35-44,Female
395,2023-12-06,Delhi,Mobile,18-24,Female
396,2023-02-23,Kolkata,Desktop,25-34,Female
397,2023-03-10,Pune,Mobile,18-24,Female
398,2023-05-16,Bangalore,Mobile,25-34,Female
399,2023-03-01,Hyderabad,Mobile,35-44,Female
400,2023-02-24,Hyderabad,Mobile,25-34,Female
401,2023-10-11,Mumbai,Mobile,35-44,Female
402,2023-03-21,Pune,Mobile,25-34,Female
403,2023-05-20,Bangalore,Mobile,45+,Male
404,2023-05-25,Pune,Mobile,35-44,Male
405,2023-11-06,Delhi,Tablet,25-34,Female
406,2023-04-18,Pune,Mobile,25-34,Male
407,2023-06-25,Delhi,Mobile,45+,Male
408,2023-04-15,Mumbai,Mobile,25-34,Male
409,2023-12-18,Pune,Mobile,35-44,Female
410,2023-11-21,Mumbai,Mobile,25-34,Female
411,2023-05-16,Delhi,Desktop,18-24,Male
412,2023-09-16,Kolkata,Desktop,35-44,Male
413,2023-09-08,Kolkata,Mobile,25-34,Female
414,2023-05-09,Bangalore,Mobile,25-34,Female
415,2023-01-27,Chennai,Tablet,25-34,Male
416,2023-02-17,Bangalore,Desktop,18-24,Male
417,2023-11-21,Delhi,Desktop,35-44,Female
418,2023-08-05,Delhi,Mobile,45+,Female
419,2023-05-22,Chennai,Mobile,35-44,Female
420,2023-01-23,Hyderabad,Mobile,25-34,Female
421,2023-01-02,Hyderabad,Mobile,25-34,Female
422,2023-06-20,Hyderabad,Mobile,35-44,Male
423,2023-03-08,Mumbai,Mobile,25-34,Male
424,2023-11-23,Bangalore,Mobile,25-34,Female
425,2023-05-15,Mumbai,Desktop,45+,Female
426,2023-03-24,Bangalore,Desktop,25-34,Female
427,2023-08-15,Bangalore,Mobile,25-34,Female
428,2023-10-10,Pune,Desktop,18-24,Female
429,2023-12-28,Delhi,Mobile,18-24,Female
430,2023-08-07,Mumbai,Desktop,18-24,Male
431,2023-10-15,Mumbai,Mobile,45+,Male
432,2023-01-05,Hyderabad,Mobile,25-34,Female
433,2023-02-27,Chennai,Mobile,25-34,Male
434,2023-02-08,Mumbai,Mobile,35-44,Male
435,2023-12-20,Mumbai,Desktop,25-34,Female
436,2023-03-18,Hyderabad,Mobile,25-34,Female
437,2023-10-07,Mumbai,Mobile,18-24,Male
438,2023-01-19,Pune,Mobile,35-44,Female
439,2023-07-09,Hyderabad,Mobile,18-24,Male
440,2023-10-26,Mumbai,Mobile,18-24,Male
441,2023-10-10,Mumbai,Desktop,18-24,Female
442,2023-03-17,Kolkata,Desktop,18-24,Female
443,2023-08-09,Delhi,Desktop,18-24,Male
444,2023-03-07,Delhi,Tablet,25-34,Male
445,2023-01-22,Hyderabad,Mobile,18-24,Male
446,2023-06-07,Kolkata,Desktop,25-34,Other
447,2023-07-06,Kolkata,Mobile,18-24,Female
448,2023-01-21,Hyderabad,Desktop,18-24,Male
449,2023-07-03,Delhi,Mobile,25-34,Male
450,2023-04-18,Mumbai,Tablet,45+,Female
451,2023-12-16,Hyderabad,Desktop,35-44,Female
452,2023-05-08,Bangalore,Tablet,45+,Female
453,2023-12-08,Bangalore,Desktop,25-34,Male
454,2023-02-22,Pune,Desktop,25-34,Other
455,2023-07-01,Mumbai,Desktop,25-34,Male
456,2023-10-14,Bangalore,Mobile,25-34,Male
457,2023-07-28,Mumbai,Mobile,18-24,Male
458,2023-11-14,Bangalore,Mobile,25-34,Male
459,2023-03-21,Mumbai,Mobile,25-34,Female
460,2023-05-02,Mumbai,Mobile,25-34,Female
461,2023-03-25,Mumbai,Mobile,25-34,Female
462,2023-04-01,Chennai,Mobile,18-24,Male
463,2023-07-31,Hyderabad,Tablet,25-34,Male
464,2023-01-13,Chennai,Desktop,18-24,Male
465,2023-04-02,Kolkata,Mobile,45+,Female
466,2023-06-20,Delhi,Mobile,18-24,Female
467,2023-07-30,Delhi,Mobile,18-24,Male
468,2023-12-09,Pune,Mobile,35-44,Male
469,2023-05-08,Delhi,Desktop,25-34,Male
470,2023-05-17,Kolkata,Mobile,18-24,Female
471,2023-03-23,Mumbai,Mobile,25-34,Female
472,2023-12-26,Kolkata,Desktop,18-24,Male
473,2023-02-25,Mumbai,Desktop,18-24,Male
474,2023-07-15,Pune,Mobile,18-24,Male
475,2023-01-20,Bangalore,Desktop,25-34,Male
476,2023-08-29,Kolkata,Mobile,35-44,Female
477,2023-04-24,Mumbai,Mobile,25-34,Female
478,2023-04-13,Bangalore,Mobile,25-34,Male
479,2023-08-24,Kolkata,Mobile,18-24,Male
480,2023-06-29,Bangalore,Mobile,25-34,Female
481,2023-06-06,Chennai,Mobile,35-44,Female
482,2023-04-27,Chennai,Desktop,18-24,Male
483,2023-04-25,Bangalore,Desktop,35-44,Female
484,2023-01-13,Chennai,Mobile,25-34,Female
485,2023-12-04,Chennai,Mobile,35-44,Male
486,2023-04-09,Pune,Desktop,25-34,Female
487,2023-07-24,Mumbai,Mobile,25-34,Female
488,2023-06-18,Delhi,Tablet,35-44,Female
489,2023-05-23,Kolkata,Mobile,35-44,Male
490,2023-02-05,Pune,Mobile,18-24,Male
491,2023-05-23,Bangalore,Mobile,45+,Male
492,2023-06-29,Chennai,Mobile,18-24,Female
493,2023-11-25,Delhi,Mobile,18-24,Male
494,2023-09-18,Mumbai,Mobile,25-34,Female
495,2023-07-24,Bangalore,Mobile,35-44,Female
496,2023-12-14,Delhi,Mobile,45+,Male
497,2023-10-02,Chennai,Mobile,25-34,Female
498,2023-06-19,Mumbai,Mobile,18-24,Male
499,2023-01-15,Kolkata,Mobile,25-34,Male
500,2023-03-01,Kolkata,Mobile,18-24,Male
501,2023-05-14,Chennai,Mobile,25-34,Female
502,2023-04-02,Bangalore,Mobile,25-34,Female
503,2023-10-25,Delhi,Desktop,18-24,Male
504,2023-05-16,Hyderabad,Mobile,25-34,Female
505,2023-01-20,Chennai,Desktop,25-34,Female
506,2023-02-25,Mumbai,Mobile,35-44,Male
507,2023-11-02,Pune,Mobile,25-34,Male
508,2023-08-11,Pune,Mobile,18-24,Male
509,2023-06-26,Kolkata,Desktop,18-24,Female
510,2023-06-10,Hyderabad,Mobile,18-24,Female
511,2023-08-12,Chennai,Mobile,18-24,Male
512,2023-11-07,Bangalore,Mobile,25-34,Male
513,2023-09-19,Kolkata,Mobile,45+,Male
514,2023-03-01,Pune,Mobile,25-34,Male
515,2023-07-17,Mumbai,Mobile,25-34,Male
516,2023-10-23,Mumbai,Mobile,25-34,Male
517,2023-04-08,Delhi,Mobile,25-34,Female
518,2023-05-11,Hyderabad,Mobile,45+,Female
519,2023-01-23,Kolkata,Desktop,45+,Male
520,2023-12-29,Mumbai,Desktop,25-34,Male
521,2023-08-12,Chennai,Mobile,18-24,Male
522,2023-01-01,Delhi,Desktop,35-44,Male
523,2023-09-24,Kolkata,Desktop,18-24,Female
524,2023-10-03,Pune,Mobile,35-44,Female
525,2023-12-18,Pune,Mobile,35-44,Male
526,2023-12-10,Bangalore,Desktop,18-24,Male
